0,0.0,22:30:39
1,0.5,22:30:41
2,0.3333333333333333,22:30:42
3,0.25,22:30:44
4,0.4,22:30:45
5,0.5,22:30:47
6,0.5714285714285714,22:30:48
7,0.5,22:30:50
8,0.4444444444444444,22:30:51
9,0.5,22:30:53
10,0.5454545454545454,22:30:55
11,0.5833333333333334,22:30:58
12,0.6153846153846154,22:31:00
13,0.6428571428571429,22:31:02
14,0.6666666666666666,22:31:04
15,0.6875,22:31:06
16,0.7058823529411765,22:31:08
17,0.7222222222222222,22:31:10
18,0.7368421052631579,22:31:11
19,0.75,22:31:13
20,0.7619047619047619,22:31:15
21,0.7727272727272727,22:31:17
22,0.7391304347826086,22:31:20
23,0.75,22:31:22
24,0.72,22:31:23
25,0.7307692307692307,22:31:25
26,0.7037037037037037,22:31:27
27,0.7142857142857143,22:31:29
28,0.6896551724137931,22:31:30
29,0.6666666666666666,22:31:32
30,0.6774193548387096,22:31:33
31,0.65625,22:31:36
32,0.6363636363636364,22:31:42
33,0.6176470588235294,22:31:44
34,0.6,22:31:46
35,0.6111111111111112,22:31:48
36,0.5945945945945946,22:31:50
37,0.6052631578947368,22:31:51
38,0.6153846153846154,22:31:53
39,0.6,22:31:54
40,0.6097560975609756,22:31:56
41,0.6190476190476191,22:31:57
42,0.627906976744186,22:31:59
43,0.6363636363636364,22:32:00
44,0.6444444444444445,22:32:02
45,0.6521739130434783,22:32:03
46,0.6595744680851063,22:32:05
47,0.6666666666666666,22:32:07
48,0.673469387755102,22:32:09
49,0.68,22:32:11
50,0.6666666666666666,22:32:12
51,0.6538461538461539,22:32:14
52,0.660377358490566,22:32:16
53,0.6666666666666666,22:32:17
54,0.6727272727272727,22:32:19
55,0.6785714285714286,22:32:21
56,0.6666666666666666,22:32:23
57,0.6551724137931034,22:32:24
58,0.6610169491525424,22:32:26
59,0.65,22:32:28
60,0.639344262295082,22:32:30
61,0.6290322580645161,22:32:32
62,0.6349206349206349,22:32:33
63,0.625,22:32:36
64,0.6307692307692307,22:32:37
65,0.6363636363636364,22:32:39
66,0.6268656716417911,22:32:41
67,0.6323529411764706,22:32:42
68,0.6231884057971014,22:32:44
69,0.6285714285714286,22:32:46
70,0.6197183098591549,22:32:48
71,0.625,22:32:50
72,0.6301369863013698,22:32:51
73,0.6351351351351351,22:32:53
74,0.64,22:32:55
75,0.6447368421052632,22:32:57
76,0.6363636363636364,22:32:59
77,0.6282051282051282,22:33:01
78,0.620253164556962,22:33:03
79,0.625,22:33:05
80,0.6172839506172839,22:33:07
81,0.6097560975609756,22:33:08
82,0.6144578313253012,22:33:10
83,0.6190476190476191,22:33:11
84,0.611764705882353,22:33:13
85,0.6046511627906976,22:33:15
86,0.5977011494252874,22:33:17
87,0.6022727272727273,22:33:19
88,0.5955056179775281,22:33:21
89,0.5888888888888889,22:33:22
90,0.5934065934065934,22:33:24
91,0.5978260869565217,22:33:25
92,0.6021505376344086,22:33:27
93,0.6063829787234043,22:33:28
94,0.6105263157894737,22:33:30
95,0.6145833333333334,22:33:32
96,0.6185567010309279,22:33:35
97,0.6224489795918368,22:33:36
98,0.6262626262626263,22:33:38
99,0.63,22:33:40
100,0.6336633663366337,22:33:42
101,0.6372549019607843,22:33:44
102,0.6310679611650486,22:33:45
103,0.6346153846153846,22:33:47
104,0.6285714285714286,22:33:50
105,0.6320754716981132,22:33:52
106,0.6355140186915887,22:33:54
107,0.6296296296296297,22:33:56
108,0.6238532110091743,22:33:57
109,0.6181818181818182,22:33:59
110,0.6216216216216216,22:34:00
111,0.625,22:34:03
112,0.6283185840707964,22:34:04
113,0.6228070175438597,22:34:06
114,0.6260869565217392,22:34:07
115,0.6293103448275862,22:34:09
116,0.6239316239316239,22:34:11
117,0.6271186440677966,22:34:13
118,0.6218487394957983,22:34:15
119,0.625,22:34:16
120,0.628099173553719,22:34:18
121,0.6311475409836066,22:34:21
122,0.6341463414634146,22:34:22
123,0.6370967741935484,22:34:24
124,0.64,22:34:27
125,0.6349206349206349,22:34:28
126,0.6377952755905512,22:34:30
127,0.6328125,22:34:32
128,0.6356589147286822,22:34:33
129,0.6307692307692307,22:34:36
130,0.6259541984732825,22:34:37
131,0.6212121212121212,22:34:39
132,0.6165413533834586,22:34:41
133,0.6194029850746269,22:34:43
134,0.6222222222222222,22:34:45
135,0.625,22:34:46
136,0.6277372262773723,22:34:48
137,0.6231884057971014,22:34:50
138,0.6258992805755396,22:34:52
139,0.6285714285714286,22:34:53
140,0.624113475177305,22:34:55
141,0.6267605633802817,22:34:57
142,0.6293706293706294,22:34:59
143,0.6319444444444444,22:35:01
144,0.6344827586206897,22:35:03
145,0.636986301369863,22:35:04
146,0.6394557823129252,22:35:06
147,0.6418918918918919,22:35:07
148,0.6442953020134228,22:35:09
149,0.64,22:35:11
150,0.6423841059602649,22:35:13
151,0.6447368421052632,22:35:14
152,0.6470588235294118,22:35:17
153,0.6493506493506493,22:35:18
154,0.6516129032258065,22:35:20
155,0.6538461538461539,22:35:22
156,0.6496815286624203,22:35:24
157,0.6518987341772152,22:35:25
158,0.6540880503144654,22:35:27
159,0.65,22:35:29
160,0.6521739130434783,22:35:31
161,0.6481481481481481,22:35:33
162,0.6503067484662577,22:35:35
163,0.6524390243902439,22:35:36
164,0.6545454545454545,22:35:38
165,0.6566265060240963,22:35:40
166,0.6526946107784432,22:35:41
167,0.6488095238095238,22:35:42
168,0.6449704142011834,22:35:44
169,0.6411764705882353,22:35:46
170,0.6374269005847953,22:35:47
171,0.6395348837209303,22:35:50
172,0.6358381502890174,22:35:52
